filename,title
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2331.tif,Some buildings and many green trees are on both sides of the middle residential road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2331.tif,"In a medium-sized residential area, there are several buildings and many green trees on both sides of a road."
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2331.tif,several blue roof buildings are between a road and several barelands .
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2331.tif,several buildings and many green trees are on two sides of a street in an average residential area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2331.tif,"In medium-sized residential areas, there are many green trees on both sides."
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2579.tif,Many cars are parked in parking lots surrounded by green trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2579.tif,The train row is in the parking lot surrounded by trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2579.tif,Rows of cars were parked in a parking lot surrounded by trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2579.tif,A lot of cars are parked in the parking lot surrounded by green trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2579.tif,Many cars are parked in a parking lot surrounded by green trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4636.tif,The Kaji River crosses the dense forest with a saddle shaped gap.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4636.tif,a circle center building is surrounded by some sparsely distributed green trees .
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4636.tif,A viaduct surrounded by residential buildings and trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4636.tif,A bridge surrounded by habitats and trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4636.tif,There is a swimming pool in front of the house.
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1588.tif,"The desert is dusty, barren and desolate."
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1588.tif,The whole desert is dusty and barren.
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1588.tif,"The whole desert is dusty, dry and desolate."
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1588.tif,The whole desert is dusty and arid and desolate.
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1588.tif,Church of the Mekong River
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3369.tif,From the center of a large grey square stretched five streets aligned with houses
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3369.tif,"It's a curved building with a red roof and a beehive with a red roof, located by the lake, and some other buildings."
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3369.tif,Here is a red-roofed arch building and a red rooftop bee nest building near a lake along with some other buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3369.tif,This is a smart resort with some red building and two blocks or bare inside.
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3369.tif,After the rain is very beautiful on the background.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3536.tif,There is a narrow parking lot with only a few parking spaces left.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3536.tif,Agricultural areas are divided into many areas.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3536.tif,The river is an agricultural area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3536.tif,Agricultural areas are neatly divided into many areas.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3536.tif,the baseball field is adjacent to a parking lot .
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1367.tif,"The white advertisement is surrounded by trees, with main roads and some apartments next to it."
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1367.tif,between a beach and a road  some buildings are standing with swimming pool .
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1367.tif,"This white advertisement is surrounded by trees, next to the main road and some apartments."
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1367.tif,The viaduct forms an oval shape on the curved road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1367.tif,"This white spot is surrounded by trees, next to a main road and some apartments."
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2226.tif,Some villas are scattered in this community and integrated with lush plants.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2226.tif,The part of the farmland is in a bank of flowing rivers fast.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2226.tif,"numerous villas scattered in this community, integrated with lush plants."
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2226.tif,Scattered villa community mixed with evergreen plants
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2226.tif,"Several villages disperse in this community, integrated with lush plants."
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2465.tif,Some roads are around the park with green plants and ponds.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2465.tif,There are several roads around the park. There are some green plants and a pond in the park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2465.tif,Several roads are around a park with some green plants and a pond.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2465.tif,There are many green plants and ponds around the park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2465.tif,the storage tank is next to the green sea .
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4521.tif,This black river curves across the green plain with its bushes of bush.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4521.tif,Trees are planted outside the factory.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4521.tif,There are several factory buildings with parking.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4521.tif,There is a large area of farmland by the lake.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4521.tif,"A pond with some green plants and some bare land, and several storage containers near the viaduct."
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_564.tif,Only three planes appeared at the airport.
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_564.tif,There were only three planes at the airport.
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_564.tif,There are three planes surrounding a long gray building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_564.tif,Black and red cottages are distributed along the way.
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_564.tif,There are three planes surrounding the long gray building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1345.tif,On one side of the road is the main economic zone.
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1345.tif,many a different roof color with square next to it.
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1345.tif,A large number of buildings have been built on the ground.
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1345.tif,Three-storey building in the central business district
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1345.tif,Many vehicles are still moving along the road by the stream.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1925.tif,Many neat green trees are in a square.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1925.tif,"Many trees and green buildings surround the silver-gray buildings, shaped like circular runways."
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1925.tif,There are many green trees and some buildings near the black water pond.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1925.tif,The buildings in the industrial zone are organized in an orderly way.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1925.tif,The construction of the industrial zone is in an orderly way.
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1508.tif,There are two huts on both sides of the stadium.
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1508.tif,Behind the resort is a vast forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1508.tif,It is a Park that occupies a large area and has a large number of woods.
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1508.tif,it is a densly arranged residential area where most houses are with red roofs .
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1508.tif,The red tiled roofs line up closely on the trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2034.tif,the blue workshops in the industrial is near squar plot .
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2034.tif,This dense industrial area places a nest in den den den.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2034.tif,The dense industrial area is located on a bare land.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2034.tif,dozens of cars parks in this parking lot next to a road .
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2034.tif,This dense industrial area is located at the nest of a kiln of scaly earth.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1250.tif,Blue roof church in the center.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1250.tif,A church with a blue roof in the middle.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1250.tif,A church with a blue roof inside.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1250.tif,the sand in the desert looks calm .
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1250.tif,The area of the desert is very large and short of water.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2485.tif,The park has three roads and several buildings around the pond.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2485.tif,the square center is in the center of a parking lot .
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2485.tif,three streets and several buildings are around a pond in a park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2485.tif,The roads and gardens around the pond park
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2485.tif,Three roads and several buildings are to the REDOR of a Lake in a park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3153.tif,Many trees are planted around the road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3153.tif,Many trees were planted on the red hillside of the road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3153.tif,Many trees were planted on the red slope of the road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3153.tif,"A huge stadium with standard football fields, runways and colorful stands, surrounded by trees."
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3153.tif,Many trees were planted on the red hillside of the road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3555.tif,There is a road next to green farmland.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3555.tif,A playground is built next to a white building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3555.tif,There's a road next to the green farmland.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3555.tif,There's a road near the green farm.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3555.tif,The area is a well-equipped school.
/xiaolin/xyq/RS/Datasets/RSITMD/images/bridge_886.tif,The white ring on the dark green bridge is especially conspicuous.
/xiaolin/xyq/RS/Datasets/RSITMD/images/bridge_886.tif,The white ring on the dark green bridge is especially striking.
/xiaolin/xyq/RS/Datasets/RSITMD/images/bridge_886.tif,The white ring on the dark green deck is especially noticeable.
/xiaolin/xyq/RS/Datasets/RSITMD/images/bridge_886.tif,The tracks in the rectangular area surrounded by the building enter the combined area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/bridge_886.tif,"There are two tennis courts on the lawn, surrounded by withered plants."
/xiaolin/xyq/RS/Datasets/RSITMD/images/mountain_2410.tif,There are a lot of bare lands on the mountain.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mountain_2410.tif,The mountain has a lot of bare land.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mountain_2410.tif,The mountain has a lot of bare ground.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mountain_2410.tif,There is a lot of land on the mountain.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mountain_2410.tif,A lot of wasteland.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2747.tif,The white plane pointed to the black and white T-shaped building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2747.tif,We are seeing some people in the soccer field.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2747.tif,The green football field is surrounded by a red track next to a row of trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2747.tif,There are many pits on the mountain.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2747.tif,The square is not over yet.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1208.tif,Many red roof houses were built around the church.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1208.tif,Many bridges have been built on this land.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1208.tif,Many red roof houses have been built around the church.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1208.tif,Many red houses are built around the church.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1208.tif,Many houses covered in red were built to the church's REDOR.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1168.tif,"There are some buildings, a lake, roads, lawns and trees."
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1168.tif,"They are mint green and Gree buildings, many colors ` cars and green trees and meadows."
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1168.tif,There are amusement parks and amusement parks in the center of the business district.
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1168.tif,"They are peppermint green and gray buildings, cars of all colors, green trees and grass."
/xiaolin/xyq/RS/Datasets/RSITMD/images/church_1168.tif,There is a winding Hun River in the rain forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2464.tif,The stripes on the meadow of four parts are vertical.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2464.tif,A dried tree and two lush trees are in this green meadow.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2464.tif,"there are trees, a lake, road, path and lawn."
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2464.tif,"There are trees, lakes, roads and pastures."
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2464.tif,"There are trees, a lake, road, Path and prairie."
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3783.tif,"The school has a baseball field, six tennis courts and two playground"
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3783.tif,"The school has a baseball field, six tennis courts and two playgrounds"
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3783.tif,"The school has a baseball field, six tennis courts and two playing fields"
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3783.tif,"The school has a baseball field, six tennis courts and two game parks."
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3783.tif,"The school has a baseball field, six tennis courts and two playgrounds."
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1589.tif,"Blue, red and orange roads"
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1589.tif,There is little sand in the desert.
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1589.tif,There is only a little sand in the desert.
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1589.tif,There are many roads to the center of the stadium.
/xiaolin/xyq/RS/Datasets/RSITMD/images/desert_1589.tif,This area is a vast and arid desert.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1939.tif,Many cars and some green trees surround a rectangular white center building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1939.tif,The stadium is for tree walkers.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1939.tif,some blue rectangle factory mills are beside the highway .
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1939.tif,several workshop buildings with blue roofs are surrounded by a straight road and bald land .
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_1939.tif,The factory has a compact container.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2101.tif,A house is on the Green Clear floor and two cars are parked at the gate.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2101.tif,There are only houses in sparsely houses and looks a little lonely.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2101.tif,Some buildings and greenery are in the industrial zone.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2101.tif,Some buildings and green trees are in the industrial area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2101.tif,The industrial houses on the street are in good order.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1029.tif,Four roads surround the circular building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1029.tif,"A curved building and an orthogonal building form a commercial building, which is located at the corner of the street."
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1029.tif,Some residents around the viaduct.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1029.tif,three bustling roads devides this residential area .
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1029.tif,Four roads round a circular building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3815.tif,Two grey houses standing on the lawn near the forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3815.tif,Two gray houses stand on the lawn near the forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3815.tif,this grey house with a black one is situated besides a green wood and a meadow in the front of it .
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3815.tif,Two grey houses are standing on the lawn near a forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3815.tif,This brown river curves through the green forest with a light beach on its shore.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4637.tif,The viaduct is crossing.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4637.tif,The viaduct is crossing.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4637.tif,The viaduct is crossing.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4637.tif,The viaduct is crossing.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4637.tif,The viaduct is crossing.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3151.tif,near the school is a densely populated area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3151.tif,The wharf is very grand and covers a large area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3151.tif,The pier is very magnificent and covers a large area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3151.tif,Beautiful port and large area coverage
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3151.tif,The CAIS is very magnificent and covers a large area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2095.tif,The gray bridge slowed the car down and intersected the road vertically beside the grass.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2095.tif,"There is a parking lot near a sports ground, surrounded by trees."
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2095.tif,Two swimming pools are surrounded by a ring of houses with bright roofs next to the sea road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2095.tif,Many industrial buildings are near the crossroads in the industrial area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2095.tif,This Deep Blue Lake is next to a residential area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1681.tif,Brown and red striped farmland is separated by bark.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1681.tif,here is a brown farmland with two road crossing diagonally .
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1681.tif,The brown and red strip of farmland is fenced off.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1681.tif,stretching roads cut this farmland into different parts .
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1681.tif,Brown and red strips of farmland are fenced off.
/xiaolin/xyq/RS/Datasets/RSITMD/images/baseballfield_680.tif,The four baseball fields were lined up.
/xiaolin/xyq/RS/Datasets/RSITMD/images/baseballfield_680.tif,There is a winding road across the mountain.
/xiaolin/xyq/RS/Datasets/RSITMD/images/baseballfield_680.tif,Four red and green baseball fields.
/xiaolin/xyq/RS/Datasets/RSITMD/images/baseballfield_680.tif,Four pairs of red and green baseball fields.
/xiaolin/xyq/RS/Datasets/RSITMD/images/baseballfield_680.tif,Four red and green baseball fields.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_3056.tif,There are many small black fish in the pond.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_3056.tif,The pond is surrounded by bright green lawn and vegetation.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_3056.tif,Green ponds and lawns surround it.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_3056.tif,Many buildings stand on both sides of the park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_3056.tif,Many little black fish are in the pond.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3736.tif,There is a road in the forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3736.tif,a suspension bridge can be seen over a river .
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3736.tif,"Some of the ships were parked in a harbor, surrounded by many buildings and some green trees."
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3736.tif,There are a lot of traffic on the road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3736.tif,"On both sides of the river, there is a large oasis and a nicely organized urban area."
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2473.tif,An L-shaped white building and an S-shaped building are adjacent and there is a parking lot under
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2473.tif,The long gray bridge slowed the car down and intersected the road vertically beside the grass.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2473.tif,Five barrels near green trees and buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2473.tif,This is a view of the place that has been cleared.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2473.tif,This is a scene of a place that has been erased.
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1427.tif,This yellow river bank is partially sand in this lush forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1427.tif,Houses with orange or gray roofs are next to the lawn.
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1427.tif,many orange flat with double slpo roof consist of the residential with some trees decorated .
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1427.tif,Bangalore is between grass and trees. There is a playground nearby.
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1427.tif,A red square building is next to a grey one
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4549.tif,The villa viaduct beside the village is dotted with dense jungle.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4549.tif,There is a big playground in the middle of the tree.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4549.tif,Six storage tanks are connected to conical roofs near railways and some roads.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4549.tif,a curved viaduct spans the road and lush trees next to a dense residential area .
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4549.tif,The octagonal bridge beside the village is full of dense forests.
